Sum of civilian_deaths,country,Year,Quarter,Month,Day,Sum of fatalities,Sum of latitude,Sum of longitude,region,Sum of year
1,Afghanistan,2007,Qtr 3,September,24,10,131.668307,261.659509,Asia,8028
0,Afghanistan,2007,Qtr 3,September,25,181,164.038359,327.103381,Asia,10035
3,Afghanistan,2007,Qtr 3,September,26,14,128.359379,264.95793,Asia,8028
0,Afghanistan,2007,Qtr 3,September,28,4,63.938263,129.500726,Asia,4014
5,Afghanistan,2007,Qtr 3,September,29,50,198.827908,410.704474,Asia,12042
0,Afghanistan,2007,Qtr 3,September,30,38,128.697404,262.018793,Asia,8028
0,Afghanistan,2007,Qtr 4,October,1,5,67.237787,138.577036,Asia,4014
5,Afghanistan,2007,Qtr 4,October,2,17,102.997323,207.410481,Asia,6021
0,Afghanistan,2007,Qtr 4,October,3,9,99.794667,197.803289,Asia,6021
0,Afghanistan,2007,Qtr 4,October,4,1,31,65.75,Asia,2007
2,Afghanistan,2007,Qtr 4,October,5,11,99.62267600000001,204.689747,Asia,6021
5,Afghanistan,2007,Qtr 4,October,6,19,168.012151,341.004266,Asia,10035
0,Afghanistan,2007,Qtr 4,October,7,17,66.126723,137.258656,Asia,4014
0,Afghanistan,2007,Qtr 4,October,8,22,129.36595,262.599236,Asia,8028
0,Afghanistan,2007,Qtr 4,October,9,10,66.524654,135.038291,Asia,4014
0,Afghanistan,2007,Qtr 4,October,10,0,32.726923,67.636964,Asia,2007
0,Afghanistan,2007,Qtr 4,October,12,4,98.335044,201.114921,Asia,6021
7,Afghanistan,2007,Qtr 4,October,13,10,66.48548,137.6968,Asia,4014
3,Afghanistan,2007,Qtr 4,October,14,8,34.525025,68.582346,Asia,2007
0,Afghanistan,2007,Qtr 4,October,15,3,63.771851,126.753066,Asia,4014
0,Afghanistan,2007,Qtr 4,October,16,2,31.6426,64.9751,Asia,2007
0,Afghanistan,2007,Qtr 4,October,17,4,33.816745,68.918396,Asia,2007
0,Afghanistan,2007,Qtr 4,October,18,4,68.728353,141.75795,Asia,4014
0,Afghanistan,2007,Qtr 4,October,19,12,32.350174,64.772322,Asia,2007
1,Afghanistan,2007,Qtr 4,October,20,62,134.55374700000002,273.093837,Asia,8028
3,Afghanistan,2007,Qtr 4,October,22,16,66.290463,133.322126,Asia,4014
2,Afghanistan,2007,Qtr 4,October,23,16,197.81804,406.150009,Asia,12042
0,Afghanistan,2007,Qtr 4,October,24,22,99.098231,201.746803,Asia,6021
0,Afghanistan,2007,Qtr 4,October,25,4,67.733386,136.924465,Asia,4014
1,Afghanistan,2007,Qtr 4,October,26,36,131.945383,268.156578,Asia,8028
0,Afghanistan,2007,Qtr 4,October,27,92,160.421151,324.857056,Asia,10035
0,Afghanistan,2007,Qtr 4,October,28,40,132.507283,271.847054,Asia,8028
3,Afghanistan,2007,Qtr 4,October,29,78,228.775524,458.234954,Asia,14049
6,Afghanistan,2007,Qtr 4,October,30,117,165.736483,337.897402,Asia,10035
2,Afghanistan,2007,Qtr 4,October,31,3,66.932431,134.358044,Asia,4014
0,Afghanistan,2007,Qtr 4,November,1,7,64.30499,129.773532,Asia,4014
0,Afghanistan,2007,Qtr 4,November,2,2,32.83333,66,Asia,2007
0,Afghanistan,2007,Qtr 4,November,3,30,101.057885,195.167411,Asia,6021
0,Afghanistan,2007,Qtr 4,November,4,10,162.284246,337.071898,Asia,10035
0,Afghanistan,2007,Qtr 4,November,5,2,35.734207,63.785556,Asia,2007
0,Afghanistan,2007,Qtr 4,November,6,0,34.2582,70.3228,Asia,2007
0,Afghanistan,2007,Qtr 4,November,7,6,96.87176,197.60527,Asia,6021
0,Afghanistan,2007,Qtr 4,November,8,29,130.087564,269.450503,Asia,8028
0,Afghanistan,2007,Qtr 4,November,9,29,67.86981,134.625331,Asia,4014
4,Afghanistan,2007,Qtr 4,November,10,9,135.440991,270.001272,Asia,8028
3,Afghanistan,2007,Qtr 4,November,11,30,133.34745900000001,264.997689,Asia,8028
0,Afghanistan,2007,Qtr 4,November,12,2,34.011698,69.073448,Asia,2007
0,Afghanistan,2007,Qtr 4,November,13,25,65.89998800000001,133.87839,Asia,4014
0,Afghanistan,2007,Qtr 4,November,14,7,97.944342,201.297418,Asia,6021
0,Afghanistan,2007,Qtr 4,November,15,27,64.96661900000001,131.169545,Asia,4014
0,Afghanistan,2007,Qtr 4,November,16,4,31.640454,65.397591,Asia,2007
2,Afghanistan,2007,Qtr 4,November,17,71,193.28886799999998,397.968653,Asia,12042
0,Afghanistan,2007,Qtr 4,November,18,6,130.671744,256.375157,Asia,8028
1,Afghanistan,2007,Qtr 4,November,19,11,127.35461800000002,256.733138,Asia,8028
0,Afghanistan,2007,Qtr 4,November,20,56,168.93965599999999,333.149509,Asia,10035
0,Afghanistan,2007,Qtr 4,November,22,5,99.840211,204.164597,Asia,6021
3,Afghanistan,2007,Qtr 4,November,23,54,131.97826700000002,270.066918,Asia,8028
0,Afghanistan,2007,Qtr 4,November,24,27,67.400797,139.090001,Asia,4014
0,Afghanistan,2007,Qtr 4,November,25,2,32.490537,67.820971,Asia,2007
0,Afghanistan,2007,Qtr 4,November,26,17,68.572528,139.569173,Asia,4014
4,Afghanistan,2007,Qtr 4,November,27,8,98.83934299999999,197.221351,Asia,6021
0,Afghanistan,2007,Qtr 4,November,28,38,130.286988,267.346231,Asia,8028
0,Afghanistan,2007,Qtr 4,November,29,35,32.080455,66.007358,Asia,2007
0,Afghanistan,2007,Qtr 4,November,30,1,35.743523,69.363632,Asia,2007
0,Afghanistan,2007,Qtr 4,December,1,5,31.640454,65.397591,Asia,2007
0,Afghanistan,2007,Qtr 4,December,2,6,64.54627099999999,130.744924,Asia,4014
2,Afghanistan,2007,Qtr 4,December,3,13,65.131749,130.773584,Asia,4014
0,Afghanistan,2007,Qtr 4,December,4,3,63.646816,129.152271,Asia,4014
7,Afghanistan,2007,Qtr 4,December,5,26,97.87994,200.688679,Asia,6021
2,Afghanistan,2007,Qtr 4,December,7,14,32.350174,64.772322,Asia,2007
2,Afghanistan,2007,Qtr 4,December,8,11,97.76226799999999,190.578128,Asia,6021
0,Afghanistan,2007,Qtr 4,December,9,34,97.019016,198.084866,Asia,6021
0,Afghanistan,2007,Qtr 4,December,10,63,63.765896,129.986395,Asia,4014
2,Afghanistan,2007,Qtr 4,December,11,4,65.084573,134.231463,Asia,4014
1,Afghanistan,2007,Qtr 4,December,12,3,65.26715200000001,135.492373,Asia,4014
0,Afghanistan,2007,Qtr 4,December,13,0,32.62675,65.873313,Asia,2007
0,Afghanistan,2007,Qtr 4,December,14,5,33.4232,69.041565,Asia,2007
5,Afghanistan,2007,Qtr 4,December,15,6,71.332294,135.873596,Asia,4014
2,Afghanistan,2007,Qtr 4,December,16,26,97.534144,200.081713,Asia,6021
5,Afghanistan,2007,Qtr 4,December,17,13,130.807208,262.165151,Asia,8028
0,Afghanistan,2007,Qtr 4,December,18,17,32.635723,62.465446,Asia,2007
0,Afghanistan,2007,Qtr 4,December,21,10,32.378207,66.335951,Asia,2007
0,Afghanistan,2007,Qtr 4,December,22,5,32.96454,65.64195,Asia,2007
0,Afghanistan,2007,Qtr 4,December,23,14,167.41379799999999,341.965649,Asia,10035
0,Afghanistan,2007,Qtr 4,December,24,1,65.937224,130.518263,Asia,4014
0,Afghanistan,2007,Qtr 4,December,25,1,31.625941,63.861445,Asia,2007
0,Afghanistan,2007,Qtr 4,December,27,2,32.209067,66.996744,Asia,2007
0,Afghanistan,2007,Qtr 4,December,29,24,65.977514,133.859259,Asia,4014
0,Afghanistan,2007,Qtr 4,December,30,5,64.473784,131.397591,Asia,4014
0,Afghanistan,2007,Qtr 4,December,31,4,96.961716,197.840066,Asia,6021
0,Afghanistan,2008,Qtr 1,January,1,9,98.84914999999998,199.6209,Asia,6024
1,Afghanistan,2008,Qtr 1,January,2,8,130.395559,270.021194,Asia,8032
1,Afghanistan,2008,Qtr 1,January,3,8,31.62442,62.88076,Asia,2008
2,Afghanistan,2008,Qtr 1,January,4,2,32.62675,65.873313,Asia,2008
0,Afghanistan,2008,Qtr 1,January,6,3,31.640454,65.397591,Asia,2008
2,Afghanistan,2008,Qtr 1,January,7,8,96.72334299999999,200.566614,Asia,6024
0,Afghanistan,2008,Qtr 1,January,9,1,67.334528,135.258873,Asia,4016
0,Afghanistan,2008,Qtr 1,January,12,8,96.175876,192.659266,Asia,6024
0,Afghanistan,2008,Qtr 1,January,13,17,128.075681,261.377834,Asia,8032
0,Afghanistan,2008,Qtr 1,January,14,4,70.518602,138.185359,Asia,4016
0,Afghanistan,2008,Qtr 1,January,15,1,31.756763,65.647486,Asia,2008
2,Afghanistan,2008,Qtr 1,January,18,26,68.213321,141.040682,Asia,4016
5,Afghanistan,2008,Qtr 1,January,19,11,62.68467,130.86381,Asia,4016
4,Afghanistan,2008,Qtr 1,January,20,11,96.111002,195.164238,Asia,6024
0,Afghanistan,2008,Qtr 1,January,22,3,32.178461,66.508063,Asia,2008
0,Afghanistan,2008,Qtr 1,January,23,1,31.072875,65.158015,Asia,2008
0,Afghanistan,2008,Qtr 1,January,24,4,65.036306,133.274054,Asia,4016
0,Afghanistan,2008,Qtr 1,January,25,5,68.679546,141.711827,Asia,4016
0,Afghanistan,2008,Qtr 1,January,26,8,65.325479,131.084644,Asia,4016
3,Afghanistan,2008,Qtr 1,January,29,3,62.713329,130.555606,Asia,4016
0,Afghanistan,2008,Qtr 1,January,30,1,31.640454,65.397591,Asia,2008
1,Afghanistan,2008,Qtr 1,January,31,8,66.11109,133.540192,Asia,4016
3,Afghanistan,2008,Qtr 1,February,1,3,66.95351400000001,139.998802,Asia,4016
0,Afghanistan,2008,Qtr 1,February,3,9,32.584696,65.465693,Asia,2008
11,Afghanistan,2008,Qtr 1,February,4,16,126.965319,257.693131,Asia,8032
0,Afghanistan,2008,Qtr 1,February,5,8,63.188349,130.081559,Asia,4016
0,Afghanistan,2008,Qtr 1,February,7,1,65.133231,132.823379,Asia,4016
2,Afghanistan,2008,Qtr 1,February,8,6,98.103573,198.448727,Asia,6024
0,Afghanistan,2008,Qtr 1,February,9,25,32.83333,66,Asia,2008
0,Afghanistan,2008,Qtr 1,February,12,5,65.91306800000001,132.671105,Asia,4016
0,Afghanistan,2008,Qtr 1,February,13,8,99.47233499999999,200.128776,Asia,6024
2,Afghanistan,2008,Qtr 1,February,14,6,63.093043,127.008168,Asia,4016
0,Afghanistan,2008,Qtr 1,February,16,3,34.944492,70.951996,Asia,2008
0,Afghanistan,2008,Qtr 1,February,17,1,63.895875000000004,130.629229,Asia,4016
37,Afghanistan,2008,Qtr 1,February,18,42,62.00568,130.4002,Asia,4016
1,Afghanistan,2008,Qtr 1,February,19,1,66.611795,135.289125,Asia,4016
0,Afghanistan,2008,Qtr 1,February,20,1,63.465816,128.737566,Asia,4016
0,Afghanistan,2008,Qtr 1,February,21,1,31.579996,64.377396,Asia,2008
0,Afghanistan,2008,Qtr 1,February,22,4,65.445836,134.594776,Asia,4016
2,Afghanistan,2008,Qtr 1,February,23,6,64.98418000000001,127.538714,Asia,4016
0,Afghanistan,2008,Qtr 1,February,24,3,31,65.75,Asia,2008
0,Afghanistan,2008,Qtr 1,February,25,7,97.43706900000001,194.553488,Asia,6024
1,Afghanistan,2008,Qtr 1,February,26,9,130.37837100000002,269.700849,Asia,8032
0,Afghanistan,2008,Qtr 1,February,27,26,65.009275,133.744779,Asia,4016
0,Afghanistan,2008,Qtr 1,February,28,4,31.625941,63.861445,Asia,2008
0,Afghanistan,2008,Qtr 1,March,1,3,100.48811799999999,203.116595,Asia,6024
0,Afghanistan,2008,Qtr 1,March,2,25,160.855977,327.908689,Asia,10040
2,Afghanistan,2008,Qtr 1,March,3,8,68.543516,133.6618,Asia,4016
0,Afghanistan,2008,Qtr 1,March,4,11,97.520726,198.151928,Asia,6024
3,Afghanistan,2008,Qtr 1,March,8,7,132.007651,265.52356,Asia,8032
0,Afghanistan,2008,Qtr 1,March,9,0,34.900056,70.924465,Asia,2008
4,Afghanistan,2008,Qtr 1,March,10,15,98.58469600000001,199.049023,Asia,6024
0,Afghanistan,2008,Qtr 1,March,11,23,130.317876,262.384204,Asia,8032
1,Afghanistan,2008,Qtr 1,March,12,43,63.361692000000005,128.64584,Asia,4016
8,Afghanistan,2008,Qtr 1,March,13,11,100.925005,199.896916,Asia,6024
0,Afghanistan,2008,Qtr 1,March,14,3,65.393306,136.46677,Asia,4016
2,Afghanistan,2008,Qtr 1,March,15,3,33.327793,69.802292,Asia,2008
0,Afghanistan,2008,Qtr 1,March,16,2,62.475525000000005,131.13623,Asia,4016
4,Afghanistan,2008,Qtr 1,March,17,20,98.28564,193.029518,Asia,6024
0,Afghanistan,2008,Qtr 1,March,20,12,134.95401700000002,266.887406,Asia,8032
3,Afghanistan,2008,Qtr 1,March,21,28,95.78178100000001,196.378213,Asia,6024
0,Afghanistan,2008,Qtr 1,March,22,5,100.922561,198.927317,Asia,6024
0,Afghanistan,2008,Qtr 1,March,23,14,66.44584900000001,133.375152,Asia,4016
0,Afghanistan,2008,Qtr 1,March,24,8,67.800546,131.549202,Asia,4016
0,Afghanistan,2008,Qtr 1,March,25,1,32.801094,67.763588,Asia,2008
0,Afghanistan,2008,Qtr 1,March,26,10,128.28246000000001,259.768845,Asia,8032
0,Afghanistan,2008,Qtr 1,March,28,13,99.495572,190.980915,Asia,6024
0,Afghanistan,2008,Qtr 1,March,29,8,31.974191,66.723663,Asia,2008
0,Afghanistan,2008,Qtr 1,March,30,2,32.48418,65.038714,Asia,2008
0,Afghanistan,2008,Qtr 1,March,31,11,161.963859,324.117939,Asia,10040
1,Afghanistan,2008,Qtr 2,April,1,12,224.801121,459.714386,Asia,14056
0,Afghanistan,2008,Qtr 2,April,2,5,101.66592499999999,202.356695,Asia,6024
0,Afghanistan,2008,Qtr 2,April,3,1,34.95,71.133333,Asia,2008
1,Afghanistan,2008,Qtr 2,April,4,6,62.652871000000005,129.535411,Asia,4016
0,Afghanistan,2008,Qtr 2,April,5,16,64.58558099999999,133.181054,Asia,4016
0,Afghanistan,2008,Qtr 2,April,6,32,169.51205199999998,342.514016,Asia,10040
0,Afghanistan,2008,Qtr 2,April,7,16,129.779792,258.347052,Asia,8032
0,Afghanistan,2008,Qtr 2,April,8,18,161.090042,330.935439,Asia,10040
0,Afghanistan,2008,Qtr 2,April,9,0,36.223248,68.120033,Asia,2008
8,Afghanistan,2008,Qtr 2,April,10,9,31.611795,65.705795,Asia,2008
0,Afghanistan,2008,Qtr 2,April,11,24,32.212,67.3056,Asia,2008
0,Afghanistan,2008,Qtr 2,April,12,8,63.375322,129.447469,Asia,4016
0,Afghanistan,2008,Qtr 2,April,13,2,64.880088,135.592551,Asia,4016
0,Afghanistan,2008,Qtr 2,April,14,13,63.368279,131.169632,Asia,4016
0,Afghanistan,2008,Qtr 2,April,15,2,31.00568,66.4002,Asia,2008
0,Afghanistan,2008,Qtr 2,April,16,8,63.304236,132.855181,Asia,4016
15,Afghanistan,2008,Qtr 2,April,17,31,161.889722,326.976675,Asia,10040
0,Afghanistan,2008,Qtr 2,April,18,7,99.93333299999999,204.702892,Asia,6024
3,Afghanistan,2008,Qtr 2,April,19,9,95.78687500000001,199.908715,Asia,6024
0,Afghanistan,2008,Qtr 2,April,20,10,64.2364,132.2215,Asia,4016
0,Afghanistan,2008,Qtr 2,April,21,15,96.724899,200.493908,Asia,6024
0,Afghanistan,2008,Qtr 2,April,22,4,62.525361000000004,132.952878,Asia,4016
3,Afghanistan,2008,Qtr 2,April,23,21,132.403648,273.48077,Asia,8032
0,Afghanistan,2008,Qtr 2,April,25,1,65.057917,137.42544,Asia,4016
0,Afghanistan,2008,Qtr 2,April,26,5,101.18587600000001,194.710724,Asia,6024
2,Afghanistan,2008,Qtr 2,April,27,24,171.22902,346.065755,Asia,10040
0,Afghanistan,2008,Qtr 2,April,28,8,64.860297,130.972645,Asia,4016
7,Afghanistan,2008,Qtr 2,April,29,22,103.96330499999999,209.194937,Asia,6024
10,Afghanistan,2008,Qtr 2,April,30,16,99.70925799999999,204.900658,Asia,6024
0,Afghanistan,2008,Qtr 2,May,1,7,98.8457,205.080176,Asia,6024
0,Afghanistan,2008,Qtr 2,May,2,2,131.37836,269.565959,Asia,8032
0,Afghanistan,2008,Qtr 2,May,3,10,95.194477,198.502659,Asia,6024
0,Afghanistan,2008,Qtr 2,May,6,81,62.410125,129.56597,Asia,4016
1,Afghanistan,2008,Qtr 2,May,7,8,132.979541,275.463867,Asia,8032
0,Afghanistan,2008,Qtr 2,May,8,16,133.17503000000002,266.775979,Asia,8032
0,Afghanistan,2008,Qtr 2,May,9,18,134.17967,272.221187,Asia,8032
0,Afghanistan,2008,Qtr 2,May,10,10,97.832832,203.017573,Asia,6024
0,Afghanistan,2008,Qtr 2,May,11,1,33.5212,68.4161,Asia,2008
0,Afghanistan,2008,Qtr 2,May,12,22,98.67173600000001,202.039419,Asia,6024
0,Afghanistan,2008,Qtr 2,May,13,15,63.251882,127.72289,Asia,4016
0,Afghanistan,2008,Qtr 2,May,14,13,72.537346,132.230861,Asia,4016
6,Afghanistan,2008,Qtr 2,May,15,23,63.902721,130.417789,Asia,4016
0,Afghanistan,2008,Qtr 2,May,16,10,97.631321,195.679415,Asia,6024
1,Afghanistan,2008,Qtr 2,May,17,6,132.207662,271.999284,Asia,8032
6,Afghanistan,2008,Qtr 2,May,18,12,163.80293600000002,338.147952,Asia,10040
5,Afghanistan,2008,Qtr 2,May,19,7,127.17913999999999,260.513706,Asia,8032
1,Afghanistan,2008,Qtr 2,May,20,26,167.42070199999998,342.322022,Asia,10040
1,Afghanistan,2008,Qtr 2,May,21,2,32.416667,68.75,Asia,2008
0,Afghanistan,2008,Qtr 2,May,22,1,31.611795,65.705795,Asia,2008
1,Afghanistan,2008,Qtr 2,May,23,13,96.653829,198.787652,Asia,6024
1,Afghanistan,2008,Qtr 2,May,25,13,96.45628500000001,193.289702,Asia,6024
0,Afghanistan,2008,Qtr 2,May,26,2,66.80349,136.23284,Asia,4016
11,Afghanistan,2008,Qtr 2,May,27,51,295.832604,600.288517,Asia,18072
1,Afghanistan,2008,Qtr 2,May,28,22,162.534383,336.244118,Asia,10040
3,Afghanistan,2008,Qtr 2,May,29,40,231.526709,456.056058,Asia,14056
1,Afghanistan,2008,Qtr 2,May,30,8,191.899404,390.399909,Asia,12048
0,Afghanistan,2008,Qtr 2,May,31,5,101.81543500000001,197.975854,Asia,6024
1,Afghanistan,2008,Qtr 2,June,1,15,102.990962,199.322769,Asia,6024
0,Afghanistan,2008,Qtr 2,June,2,22,194.59921100000003,402.026099,Asia,12048
0,Afghanistan,2008,Qtr 2,June,3,19,196.35834,397.233189,Asia,12048
3,Afghanistan,2008,Qtr 2,June,4,9,129.246354,268.862282,Asia,8032
0,Afghanistan,2008,Qtr 2,June,5,59,194.30514,405.35081,Asia,12048
0,Afghanistan,2008,Qtr 2,June,6,6,68.63314199999999,138.034545,Asia,4016
0,Afghanistan,2008,Qtr 2,June,7,1,32.161313,63.43305,Asia,2008
0,Afghanistan,2008,Qtr 2,June,8,23,230.036713,466.386241,Asia,14056
0,Afghanistan,2008,Qtr 2,June,9,7,66.441023,134.320091,Asia,4016
4,Afghanistan,2008,Qtr 2,June,10,34,103.19465699999999,206.229511,Asia,6024
0,Afghanistan,2008,Qtr 2,June,11,9,34.750462,71.118319,Asia,2008
1,Afghanistan,2008,Qtr 2,June,12,26,162.91353900000001,333.5795,Asia,10040
0,Afghanistan,2008,Qtr 2,June,13,24,164.012788,339.103529,Asia,10040
0,Afghanistan,2008,Qtr 2,June,14,50,189.818895,384.723336,Asia,12048
0,Afghanistan,2008,Qtr 2,June,15,24,129.25901499999998,267.981687,Asia,8032
0,Afghanistan,2008,Qtr 2,June,16,0,33.186133,69.74619,Asia,2008
0,Afghanistan,2008,Qtr 2,June,17,7,62.63810599999999,130.804648,Asia,4016
4,Afghanistan,2008,Qtr 2,June,18,117,256.172016,529.689046,Asia,16064
0,Afghanistan,2008,Qtr 2,June,19,7,131.37395800000002,260.435802,Asia,8032
5,Afghanistan,2008,Qtr 2,June,20,63,197.051741,405.432494,Asia,12048
0,Afghanistan,2008,Qtr 2,June,21,16,197.639363,405.855779,Asia,12048
0,Afghanistan,2008,Qtr 2,June,22,5,67.420374,135.827658,Asia,4016
6,Afghanistan,2008,Qtr 2,June,23,24,163.38336500000003,332.353218,Asia,10040
0,Afghanistan,2008,Qtr 2,June,24,44,293.474526,604.684574,Asia,18072
0,Afghanistan,2008,Qtr 2,June,25,4,63.831900000000005,132.24308,Asia,4016
0,Afghanistan,2008,Qtr 2,June,26,44,200.125605,401.204314,Asia,12048
1,Afghanistan,2008,Qtr 2,June,27,9,100.574543,203.696994,Asia,6024
0,Afghanistan,2008,Qtr 2,June,28,10,99.122296,195.836591,Asia,6024
6,Afghanistan,2008,Qtr 2,June,29,43,228.238511,459.313544,Asia,14056
0,Afghanistan,2008,Qtr 2,June,30,32,196.16057999999998,401.245213,Asia,12048
0,Afghanistan,2008,Qtr 3,July,1,19,129.15489300000002,265.01595,Asia,8032
1,Afghanistan,2008,Qtr 3,July,2,22,135.000295,265.432342,Asia,8032
0,Afghanistan,2008,Qtr 3,July,3,8,64.257768,134.740028,Asia,4016
0,Afghanistan,2008,Qtr 3,July,4,29,200.49810200000002,405.094869,Asia,12048
0,Afghanistan,2008,Qtr 3,July,5,12,63.010222999999996,128.462336,Asia,4016
47,Afghanistan,2008,Qtr 3,July,6,56,130.30203799999998,271.625399,Asia,8032
0,Afghanistan,2008,Qtr 3,July,7,8,98.196589,199.930701,Asia,6024
0,Afghanistan,2008,Qtr 3,July,8,9,132.75559499999997,267.504347,Asia,8032
0,Afghanistan,2008,Qtr 3,July,9,10,64.220631,133.746501,Asia,4016
0,Afghanistan,2008,Qtr 3,July,10,3,66.41666699999999,138,Asia,4016
0,Afghanistan,2008,Qtr 3,July,11,0,33.666667,69.33333,Asia,2008
3,Afghanistan,2008,Qtr 3,July,12,57,196.071011,397.249152,Asia,12048
17,Afghanistan,2008,Qtr 3,July,13,77,131.939709,265.987118,Asia,8032
0,Afghanistan,2008,Qtr 3,July,14,12,101.90384,208.245845,Asia,6024
10,Afghanistan,2008,Qtr 3,July,15,27,159.926739,324.988435,Asia,10040
1,Afghanistan,2008,Qtr 3,July,16,11,128.98732299999998,265.886313,Asia,8032
0,Afghanistan,2008,Qtr 3,July,17,15,66.48446,124.576816,Asia,4016
0,Afghanistan,2008,Qtr 3,July,18,14,193.079781,398.314896,Asia,12048
5,Afghanistan,2008,Qtr 3,July,19,9,288.92451200000005,602.746631,Asia,18072
3,Afghanistan,2008,Qtr 3,July,20,22,260.054718,525.891287,Asia,16064
0,Afghanistan,2008,Qtr 3,July,21,16,263.540767,540.055111,Asia,16064
0,Afghanistan,2008,Qtr 3,July,22,9,131.944659,266.861307,Asia,8032
0,Afghanistan,2008,Qtr 3,July,23,9,133.26524899999998,267.154747,Asia,8032
0,Afghanistan,2008,Qtr 3,July,24,39,98.092017,201.836952,Asia,6024
2,Afghanistan,2008,Qtr 3,July,25,48,167.933308,335.315677,Asia,10040
0,Afghanistan,2008,Qtr 3,July,26,6,64.889653,133.614358,Asia,4016
0,Afghanistan,2008,Qtr 3,July,27,13,33.2025,69.5165,Asia,2008
0,Afghanistan,2008,Qtr 3,July,28,20,96.217833,196.411977,Asia,6024
0,Afghanistan,2008,Qtr 3,July,29,25,165.685809,339.888633,Asia,10040
0,Afghanistan,2008,Qtr 3,July,30,20,33.305843,68.446963,Asia,2008
0,Afghanistan,2008,Qtr 3,July,31,5,31.544444,65.463888,Asia,2008
4,Afghanistan,2008,Qtr 3,August,1,52,330.001872,669.903055,Asia,20080
10,Afghanistan,2008,Qtr 3,August,2,11,64.33901,134.1502,Asia,4016
3,Afghanistan,2008,Qtr 3,August,3,33,233.832558,472.231469,Asia,14056
0,Afghanistan,2008,Qtr 3,August,4,17,226.01325000000003,460.628463,Asia,14056
0,Afghanistan,2008,Qtr 3,August,5,2,35,69.58333,Asia,2008
0,Afghanistan,2008,Qtr 3,August,6,24,162.79264600000002,322.144771,Asia,10040
5,Afghanistan,2008,Qtr 3,August,7,15,131.561496,270.621499,Asia,8032
0,Afghanistan,2008,Qtr 3,August,8,26,133.463992,265.179339,Asia,8032
0,Afghanistan,2008,Qtr 3,August,9,13,99.17645399999999,203.520482,Asia,6024
13,Afghanistan,2008,Qtr 3,August,10,38,64.593385,132.197436,Asia,4016
4,Afghanistan,2008,Qtr 3,August,11,13,201.63250299999999,405.033843,Asia,12048
1,Afghanistan,2008,Qtr 3,August,12,6,66.630442,132.668017,Asia,4016
0,Afghanistan,2008,Qtr 3,August,13,37,130.017786,265.865025,Asia,8032
0,Afghanistan,2008,Qtr 3,August,14,14,98.40726699999999,200.371126,Asia,6024
0,Afghanistan,2008,Qtr 3,August,15,31,131.67311,265.540675,Asia,8032
3,Afghanistan,2008,Qtr 3,August,16,28,230.85463099999998,469.482518,Asia,14056
0,Afghanistan,2008,Qtr 3,August,17,51,134.161989,276.538063,Asia,8032
12,Afghanistan,2008,Qtr 3,August,18,77,265.77349499999997,544.361241,Asia,16064
1,Afghanistan,2008,Qtr 3,August,19,6,64.597667,134.207316,Asia,4016
0,Afghanistan,2008,Qtr 3,August,20,51,168.62302499999998,337.397079,Asia,10040
0,Afghanistan,2008,Qtr 3,August,21,17,103.52314,200.136348,Asia,6024
51,Afghanistan,2008,Qtr 3,August,22,100,201.481593,395.108038,Asia,12048
13,Afghanistan,2008,Qtr 3,August,23,13,100.266588,199.503548,Asia,6024
0,Afghanistan,2008,Qtr 3,August,24,11,99.63075099999999,196.51371,Asia,6024
0,Afghanistan,2008,Qtr 3,August,25,190,62,128,Asia,4016
0,Afghanistan,2008,Qtr 3,August,26,33,161.95139,327.156808,Asia,10040
0,Afghanistan,2008,Qtr 3,August,27,27,132.358461,266.596886,Asia,8032
2,Afghanistan,2008,Qtr 3,August,28,28,102.75814899999999,206.500409,Asia,6024
0,Afghanistan,2008,Qtr 3,August,29,2,35.042243,69.633367,Asia,2008
0,Afghanistan,2008,Qtr 3,August,30,1,69.517052,132.292538,Asia,4016
0,Afghanistan,2008,Qtr 3,August,31,1,32.214,67.0512,Asia,2008
4,Afghanistan,2008,Qtr 3,September,1,9,131.60854999999998,273.029085,Asia,8032
1,Afghanistan,2008,Qtr 3,September,2,43,193.69126699999998,396.495726,Asia,12048
0,Afghanistan,2008,Qtr 3,September,3,3,31.640454,65.397591,Asia,2008
0,Afghanistan,2008,Qtr 3,September,4,2,63.553445,129.705995,Asia,4016
2,Afghanistan,2008,Qtr 3,September,5,12,133.052923,269.75757,Asia,8032
4,Afghanistan,2008,Qtr 3,September,6,31,196.06941799999998,399.05582,Asia,12048
0,Afghanistan,2008,Qtr 3,September,7,11,161.765091,325.842245,Asia,10040
6,Afghanistan,2008,Qtr 3,September,8,39,166.60387,342.882603,Asia,10040
1,Afghanistan,2008,Qtr 3,September,9,22,134.03571399999998,270.175008,Asia,8032
0,Afghanistan,2008,Qtr 3,September,10,5,99.255475,203.256038,Asia,6024
3,Afghanistan,2008,Qtr 3,September,11,18,132.04508199999998,267.339233,Asia,8032
0,Afghanistan,2008,Qtr 3,September,12,16,63.21683,126.88273,Asia,4016
1,Afghanistan,2008,Qtr 3,September,13,14,133.87758,272.50618,Asia,8032
0,Afghanistan,2008,Qtr 3,September,14,13,66.426022,136.048232,Asia,4016
0,Afghanistan,2008,Qtr 3,September,15,5,65.481405,128.655463,Asia,4016
3,Afghanistan,2008,Qtr 3,September,16,12,102.16870800000001,207.385501,Asia,6024
0,Afghanistan,2008,Qtr 3,September,17,5,100.34628699999999,203.92747,Asia,6024
